<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;12/09/2018;11:58;1.053.500.000.000;1.053.500.000.000;1.053.400.000.000;1.053.400.000.000;26;SPFB.RTS-12.18;1;12/10/2018;11:55;1.142.600.000.000;1.143.100.000.000;1.142.400.000.000;1.142.500.000.000;329;SPFB.RTS-12.18;1;12/11/2018;11:55;1.123.900.000.000;1.125.400.000.000;1.123.800.000.000;1.125.200.000.000;946;SPFB.RTS-12.18;1;12/12/2018;11:55;1.120.400.000.000;1.120.700.000.000;1.120.200.000.000;1.120.300.000.000;478
SPFB.RTS-12.18;1;12/09/2018;11:59;1.053.200.000.000;1.053.200.000.000;1.053.000.000.000;1.053.000.000.000;7;SPFB.RTS-12.18;1;12/10/2018;11:56;1.142.600.000.000;1.142.900.000.000;1.142.300.000.000;1.142.400.000.000;209;SPFB.RTS-12.18;1;12/11/2018;11:56;1.125.200.000.000;1.125.500.000.000;1.124.800.000.000;1.125.100.000.000;631;SPFB.RTS-12.18;1;12/12/2018;11:56;1.120.400.000.000;1.120.400.000.000;1.119.200.000.000;1.119.600.000.000;1284
SPFB.RTS-12.18;1;12/09/2018;12:00;1.053.100.000.000;1.053.100.000.000;1.052.900.000.000;1.052.900.000.000;26;SPFB.RTS-12.18;1;12/10/2018;11:57;1.142.500.000.000;1.142.900.000.000;1.142.300.000.000;1.142.400.000.000;179;SPFB.RTS-12.18;1;12/11/2018;11:57;1.125.100.000.000;1.125.600.000.000;1.124.700.000.000;1.124.700.000.000;802;SPFB.RTS-12.18;1;12/12/2018;11:57;1.119.600.000.000;1.120.100.000.000;1.119.300.000.000;1.119.400.000.000;584
SPFB.RTS-12.18;1;12/09/2018;12:01;1.053.000.000.000;1.053.100.000.000;1.053.000.000.000;1.053.100.000.000;24;SPFB.RTS-12.18;1;12/10/2018;11:58;1.142.400.000.000;1.143.400.000.000;1.142.300.000.000;1.143.400.000.000;362;SPFB.RTS-12.18;1;12/11/2018;11:58;1.124.600.000.000;1.125.100.000.000;1.123.900.000.000;1.124.100.000.000;903;SPFB.RTS-12.18;1;12/12/2018;11:58;1.119.500.000.000;1.119.900.000.000;1.119.400.000.000;1.119.900.000.000;249
SPFB.RTS-12.18;1;12/09/2018;12:02;1.052.700.000.000;1.052.700.000.000;1.052.000.000.000;1.052.300.000.000;50;SPFB.RTS-12.18;1;12/10/2018;11:59;1.143.400.000.000;1.143.400.000.000;1.142.700.000.000;1.142.800.000.000;273;SPFB.RTS-12.18;1;12/11/2018;11:59;1.124.100.000.000;1.124.600.000.000;1.124.000.000.000;1.124.100.000.000;607;SPFB.RTS-12.18;1;12/12/2018;11:59;1.119.900.000.000;1.120.000.000.000;1.119.200.000.000;1.119.300.000.000;381
SPFB.RTS-12.18;1;12/09/2018;12:03;1.052.500.000.000;1.052.500.000.000;1.052.400.000.000;1.052.500.000.000;8;SPFB.RTS-12.18;1;12/10/2018;12:00;1.142.700.000.000;1.143.000.000.000;1.142.700.000.000;1.143.000.000.000;285;SPFB.RTS-12.18;1;12/11/2018;12:00;1.124.300.000.000;1.124.500.000.000;1.123.900.000.000;1.124.300.000.000;401;SPFB.RTS-12.18;1;12/12/2018;12:00;1.119.400.000.000;1.120.000.000.000;1.119.100.000.000;1.119.700.000.000;800
SPFB.RTS-12.18;1;12/09/2018;12:04;1.052.000.000.000;1.052.000.000.000;1.051.300.000.000;1.051.600.000.000;58;SPFB.RTS-12.18;1;12/10/2018;12:01;1.142.900.000.000;1.143.300.000.000;1.142.700.000.000;1.142.700.000.000;586;SPFB.RTS-12.18;1;12/11/2018;12:01;1.124.200.000.000;1.125.500.000.000;1.124.200.000.000;1.125.100.000.000;929;SPFB.RTS-12.18;1;12/12/2018;12:01;1.119.600.000.000;1.120.400.000.000;1.119.500.000.000;1.120.400.000.000;807
SPFB.RTS-12.18;1;12/09/2018;12:05;1.051.400.000.000;1.051.400.000.000;1.050.300.000.000;1.050.300.000.000;79;SPFB.RTS-12.18;1;12/10/2018;12:02;1.142.700.000.000;1.143.100.000.000;1.142.200.000.000;1.142.800.000.000;1842;SPFB.RTS-12.18;1;12/11/2018;12:02;1.125.200.000.000;1.125.600.000.000;1.125.200.000.000;1.125.400.000.000;227;SPFB.RTS-12.18;1;12/12/2018;12:02;1.120.400.000.000;1.121.000.000.000;1.120.200.000.000;1.120.800.000.000;574
SPFB.RTS-12.18;1;12/09/2018;12:06;1.050.500.000.000;1.050.600.000.000;1.050.000.000.000;1.050.100.000.000;86;SPFB.RTS-12.18;1;12/10/2018;12:03;1.142.800.000.000;1.144.000.000.000;1.142.800.000.000;1.143.600.000.000;1225;SPFB.RTS-12.18;1;12/11/2018;12:03;1.125.300.000.000;1.125.600.000.000;1.125.000.000.000;1.125.000.000.000;408;SPFB.RTS-12.18;1;12/12/2018;12:03;1.120.800.000.000;1.121.300.000.000;1.120.700.000.000;1.121.200.000.000;436
SPFB.RTS-12.18;1;12/09/2018;12:07;1.050.300.000.000;1.050.600.000.000;1.050.200.000.000;1.050.500.000.000;54;SPFB.RTS-12.18;1;12/10/2018;12:04;1.143.600.000.000;1.144.600.000.000;1.143.500.000.000;1.144.200.000.000;1338;SPFB.RTS-12.18;1;12/11/2018;12:04;1.125.000.000.000;1.125.100.000.000;1.124.500.000.000;1.124.800.000.000;191;SPFB.RTS-12.18;1;12/12/2018;12:04;1.121.200.000.000;1.121.500.000.000;1.120.300.000.000;1.120.600.000.000;1352
SPFB.RTS-12.18;1;12/09/2018;12:08;1.050.300.000.000;1.050.400.000.000;1.050.100.000.000;1.050.300.000.000;58;SPFB.RTS-12.18;1;12/10/2018;12:05;1.144.300.000.000;1.144.700.000.000;1.143.700.000.000;1.144.100.000.000;960;SPFB.RTS-12.18;1;12/11/2018;12:05;1.124.800.000.000;1.125.100.000.000;1.124.700.000.000;1.124.800.000.000;172;SPFB.RTS-12.18;1;12/12/2018;12:05;1.120.500.000.000;1.121.100.000.000;1.120.500.000.000;1.121.100.000.000;276
SPFB.RTS-12.18;1;12/09/2018;12:09;1.050.400.000.000;1.050.700.000.000;1.050.400.000.000;1.050.500.000.000;21;SPFB.RTS-12.18;1;12/10/2018;12:06;1.144.200.000.000;1.144.300.000.000;1.144.000.000.000;1.144.100.000.000;303;SPFB.RTS-12.18;1;12/11/2018;12:06;1.124.700.000.000;1.125.000.000.000;1.124.200.000.000;1.124.200.000.000;350;SPFB.RTS-12.18;1;12/12/2018;12:06;1.120.900.000.000;1.121.500.000.000;1.120.800.000.000;1.121.400.000.000;549
SPFB.RTS-12.18;1;12/09/2018;12:10;1.050.700.000.000;1.050.700.000.000;1.050.700.000.000;1.050.700.000.000;6;SPFB.RTS-12.18;1;12/10/2018;12:07;1.144.200.000.000;1.144.700.000.000;1.143.900.000.000;1.144.600.000.000;669;SPFB.RTS-12.18;1;12/11/2018;12:07;1.124.200.000.000;1.124.800.000.000;1.124.200.000.000;1.124.600.000.000;218;SPFB.RTS-12.18;1;12/12/2018;12:07;1.121.500.000.000;1.122.500.000.000;1.121.500.000.000;1.121.500.000.000;1825
SPFB.RTS-12.18;1;12/09/2018;12:11;1.050.700.000.000;1.050.700.000.000;1.050.700.000.000;1.050.700.000.000;4;SPFB.RTS-12.18;1;12/10/2018;12:08;1.144.600.000.000;1.144.700.000.000;1.144.100.000.000;1.144.200.000.000;358;SPFB.RTS-12.18;1;12/11/2018;12:08;1.124.600.000.000;1.124.900.000.000;1.123.700.000.000;1.123.900.000.000;556;SPFB.RTS-12.18;1;12/12/2018;12:08;1.121.700.000.000;1.122.800.000.000;1.121.500.000.000;1.122.800.000.000;579
SPFB.RTS-12.18;1;12/09/2018;12:12;1.050.700.000.000;1.050.700.000.000;1.050.600.000.000;1.050.600.000.000;81;SPFB.RTS-12.18;1;12/10/2018;12:09;1.144.100.000.000;1.144.300.000.000;1.143.100.000.000;1.143.400.000.000;1941;SPFB.RTS-12.18;1;12/11/2018;12:09;1.123.900.000.000;1.124.500.000.000;1.123.700.000.000;1.124.400.000.000;420;SPFB.RTS-12.18;1;12/12/2018;12:09;1.122.800.000.000;1.123.900.000.000;1.122.600.000.000;1.123.700.000.000;1697
SPFB.RTS-12.18;1;12/09/2018;12:13;1.050.500.000.000;1.050.500.000.000;1.049.800.000.000;1.049.800.000.000;11;SPFB.RTS-12.18;1;12/10/2018;12:10;1.143.300.000.000;1.143.500.000.000;1.142.000.000.000;1.142.300.000.000;2288;SPFB.RTS-12.18;1;12/11/2018;12:10;1.124.300.000.000;1.124.500.000.000;1.124.000.000.000;1.124.000.000.000;299;SPFB.RTS-12.18;1;12/12/2018;12:10;1.123.900.000.000;1.123.900.000.000;1.123.100.000.000;1.123.100.000.000;750
SPFB.RTS-12.18;1;12/09/2018;12:14;1.049.800.000.000;1.050.200.000.000;1.049.800.000.000;1.050.200.000.000;32;SPFB.RTS-12.18;1;12/10/2018;12:11;1.142.300.000.000;1.142.400.000.000;1.141.300.000.000;1.141.800.000.000;2198;SPFB.RTS-12.18;1;12/11/2018;12:11;1.123.900.000.000;1.124.400.000.000;1.123.500.000.000;1.124.000.000.000;711;SPFB.RTS-12.18;1;12/12/2018;12:11;1.123.100.000.000;1.123.300.000.000;1.122.600.000.000;1.122.800.000.000;617
SPFB.RTS-12.18;1;12/09/2018;12:15;1.050.400.000.000;1.050.400.000.000;1.050.400.000.000;1.050.400.000.000;2;SPFB.RTS-12.18;1;12/10/2018;12:12;1.141.700.000.000;1.142.100.000.000;1.141.500.000.000;1.142.100.000.000;655;SPFB.RTS-12.18;1;12/11/2018;12:12;1.123.900.000.000;1.123.900.000.000;1.123.400.000.000;1.123.500.000.000;506;SPFB.RTS-12.18;1;12/12/2018;12:12;1.122.700.000.000;1.123.400.000.000;1.122.200.000.000;1.123.300.000.000;1235
SPFB.RTS-12.18;1;12/09/2018;12:16;1.050.300.000.000;1.050.300.000.000;1.049.900.000.000;1.049.900.000.000;6;SPFB.RTS-12.18;1;12/10/2018;12:13;1.142.100.000.000;1.143.200.000.000;1.142.000.000.000;1.143.200.000.000;488;SPFB.RTS-12.18;1;12/11/2018;12:13;1.123.400.000.000;1.123.500.000.000;1.122.700.000.000;1.123.200.000.000;753;SPFB.RTS-12.18;1;12/12/2018;12:13;1.123.300.000.000;1.124.200.000.000;1.123.100.000.000;1.124.000.000.000;1291
SPFB.RTS-12.18;1;12/09/2018;12:17;1.049.700.000.000;1.049.700.000.000;1.049.500.000.000;1.049.700.000.000;38;SPFB.RTS-12.18;1;12/10/2018;12:14;1.143.200.000.000;1.143.200.000.000;1.142.400.000.000;1.142.900.000.000;341;SPFB.RTS-12.18;1;12/11/2018;12:14;1.123.400.000.000;1.123.700.000.000;1.122.500.000.000;1.122.800.000.000;1215;SPFB.RTS-12.18;1;12/12/2018;12:14;1.123.900.000.000;1.124.400.000.000;1.123.700.000.000;1.123.900.000.000;1171
SPFB.RTS-12.18;1;12/09/2018;12:18;1.049.700.000.000;1.049.800.000.000;1.049.700.000.000;1.049.800.000.000;4;SPFB.RTS-12.18;1;12/10/2018;12:15;1.142.800.000.000;1.143.200.000.000;1.142.600.000.000;1.143.000.000.000;429;SPFB.RTS-12.18;1;12/11/2018;12:15;1.122.700.000.000;1.123.300.000.000;1.122.700.000.000;1.123.100.000.000;700;SPFB.RTS-12.18;1;12/12/2018;12:15;1.123.900.000.000;1.124.100.000.000;1.123.600.000.000;1.123.600.000.000;505
SPFB.RTS-12.18;1;12/09/2018;12:19;1.049.700.000.000;1.049.700.000.000;1.049.700.000.000;1.049.700.000.000;5;SPFB.RTS-12.18;1;12/10/2018;12:16;1.143.200.000.000;1.143.600.000.000;1.142.700.000.000;1.143.500.000.000;492;SPFB.RTS-12.18;1;12/11/2018;12:16;1.123.100.000.000;1.123.400.000.000;1.122.700.000.000;1.122.900.000.000;603;SPFB.RTS-12.18;1;12/12/2018;12:16;1.123.700.000.000;1.123.800.000.000;1.123.300.000.000;1.123.800.000.000;601
SPFB.RTS-12.18;1;12/09/2018;12:20;1.049.400.000.000;1.049.500.000.000;1.049.300.000.000;1.049.300.000.000;7;SPFB.RTS-12.18;1;12/10/2018;12:17;1.143.500.000.000;1.143.600.000.000;1.143.100.000.000;1.143.200.000.000;154;SPFB.RTS-12.18;1;12/11/2018;12:17;1.123.000.000.000;1.123.200.000.000;1.122.500.000.000;1.122.900.000.000;603;SPFB.RTS-12.18;1;12/12/2018;12:17;1.123.800.000.000;1.123.800.000.000;1.123.200.000.000;1.123.500.000.000;639
SPFB.RTS-12.18;1;12/09/2018;12:21;1.049.300.000.000;1.049.600.000.000;1.049.300.000.000;1.049.400.000.000;22;SPFB.RTS-12.18;1;12/10/2018;12:18;1.143.200.000.000;1.143.500.000.000;1.142.800.000.000;1.142.900.000.000;194;SPFB.RTS-12.18;1;12/11/2018;12:18;1.122.800.000.000;1.123.300.000.000;1.122.600.000.000;1.123.300.000.000;401;SPFB.RTS-12.18;1;12/12/2018;12:18;1.123.400.000.000;1.123.400.000.000;1.122.900.000.000;1.123.100.000.000;530
SPFB.RTS-12.18;1;12/09/2018;12:22;1.049.500.000.000;1.050.000.000.000;1.049.500.000.000;1.050.000.000.000;22;SPFB.RTS-12.18;1;12/10/2018;12:19;1.142.800.000.000;1.142.900.000.000;1.142.200.000.000;1.142.500.000.000;358;SPFB.RTS-12.18;1;12/11/2018;12:19;1.123.200.000.000;1.123.500.000.000;1.122.900.000.000;1.122.900.000.000;312;SPFB.RTS-12.18;1;12/12/2018;12:19;1.123.200.000.000;1.123.200.000.000;1.122.200.000.000;1.123.000.000.000;878
SPFB.RTS-12.18;1;12/09/2018;12:23;1.049.300.000.000;1.049.300.000.000;1.048.000.000.000;1.048.400.000.000;46;SPFB.RTS-12.18;1;12/10/2018;12:20;1.142.500.000.000;1.142.800.000.000;1.141.800.000.000;1.141.900.000.000;417;SPFB.RTS-12.18;1;12/11/2018;12:20;1.122.900.000.000;1.123.500.000.000;1.122.800.000.000;1.123.400.000.000;139;SPFB.RTS-12.18;1;12/12/2018;12:20;1.123.000.000.000;1.123.900.000.000;1.122.900.000.000;1.123.300.000.000;645
SPFB.RTS-12.18;1;12/09/2018;12:24;1.048.500.000.000;1.048.800.000.000;1.048.500.000.000;1.048.800.000.000;12;SPFB.RTS-12.18;1;12/10/2018;12:21;1.142.000.000.000;1.142.300.000.000;1.141.600.000.000;1.141.700.000.000;406;SPFB.RTS-12.18;1;12/11/2018;12:21;1.123.300.000.000;1.123.600.000.000;1.123.100.000.000;1.123.600.000.000;174;SPFB.RTS-12.18;1;12/12/2018;12:21;1.123.200.000.000;1.123.500.000.000;1.122.700.000.000;1.122.700.000.000;363
SPFB.RTS-12.18;1;12/09/2018;12:25;1.048.900.000.000;1.049.000.000.000;1.048.400.000.000;1.048.400.000.000;33;SPFB.RTS-12.18;1;12/10/2018;12:22;1.141.800.000.000;1.142.200.000.000;1.141.400.000.000;1.141.500.000.000;451;SPFB.RTS-12.18;1;12/11/2018;12:22;1.123.600.000.000;1.123.600.000.000;1.123.000.000.000;1.123.300.000.000;204;SPFB.RTS-12.18;1;12/12/2018;12:22;1.122.700.000.000;1.123.200.000.000;1.122.600.000.000;1.123.200.000.000;206
SPFB.RTS-12.18;1;12/09/2018;12:26;1.048.400.000.000;1.048.800.000.000;1.048.400.000.000;1.048.700.000.000;7;SPFB.RTS-12.18;1;12/10/2018;12:23;1.141.500.000.000;1.142.700.000.000;1.141.500.000.000;1.142.600.000.000;538;SPFB.RTS-12.18;1;12/11/2018;12:23;1.123.300.000.000;1.124.000.000.000;1.123.200.000.000;1.123.700.000.000;512;SPFB.RTS-12.18;1;12/12/2018;12:23;1.123.100.000.000;1.123.300.000.000;1.122.600.000.000;1.123.000.000.000;412
SPFB.RTS-12.18;1;12/09/2018;12:27;1.049.000.000.000;1.049.200.000.000;1.048.800.000.000;1.048.800.000.000;25;SPFB.RTS-12.18;1;12/10/2018;12:24;1.142.800.000.000;1.143.400.000.000;1.142.800.000.000;1.143.000.000.000;472;SPFB.RTS-12.18;1;12/11/2018;12:24;1.123.800.000.000;1.124.000.000.000;1.123.500.000.000;1.123.700.000.000;265;SPFB.RTS-12.18;1;12/12/2018;12:24;1.123.000.000.000;1.123.000.000.000;1.122.300.000.000;1.122.600.000.000;475
SPFB.RTS-12.18;1;12/09/2018;12:28;1.048.800.000.000;1.048.900.000.000;1.048.800.000.000;1.048.900.000.000;8;SPFB.RTS-12.18;1;12/10/2018;12:25;1.142.900.000.000;1.143.500.000.000;1.142.900.000.000;1.143.200.000.000;240;SPFB.RTS-12.18;1;12/11/2018;12:25;1.123.600.000.000;1.123.800.000.000;1.123.500.000.000;1.123.800.000.000;181;SPFB.RTS-12.18;1;12/12/2018;12:25;1.122.600.000.000;1.123.400.000.000;1.122.600.000.000;1.123.400.000.000;232
SPFB.RTS-12.18;1;12/09/2018;12:29;1.049.200.000.000;1.049.500.000.000;1.049.200.000.000;1.049.500.000.000;8;SPFB.RTS-12.18;1;12/10/2018;12:26;1.143.200.000.000;1.144.500.000.000;1.143.100.000.000;1.144.300.000.000;1026;SPFB.RTS-12.18;1;12/11/2018;12:26;1.123.800.000.000;1.124.000.000.000;1.123.700.000.000;1.123.700.000.000;136;SPFB.RTS-12.18;1;12/12/2018;12:26;1.123.300.000.000;1.123.500.000.000;1.122.400.000.000;1.123.300.000.000;457
SPFB.RTS-12.18;1;12/09/2018;12:30;1.049.600.000.000;1.049.700.000.000;1.049.500.000.000;1.049.600.000.000;47;SPFB.RTS-12.18;1;12/10/2018;12:27;1.144.300.000.000;1.144.400.000.000;1.143.700.000.000;1.143.800.000.000;626;SPFB.RTS-12.18;1;12/11/2018;12:27;1.123.700.000.000;1.123.700.000.000;1.123.100.000.000;1.123.300.000.000;289;SPFB.RTS-12.18;1;12/12/2018;12:27;1.123.300.000.000;1.124.800.000.000;1.123.300.000.000;1.124.200.000.000;2109
SPFB.RTS-12.18;1;12/09/2018;12:31;1.049.500.000.000;1.049.600.000.000;1.049.400.000.000;1.049.600.000.000;13;SPFB.RTS-12.18;1;12/10/2018;12:28;1.143.900.000.000;1.143.900.000.000;1.143.300.000.000;1.143.600.000.000;166;SPFB.RTS-12.18;1;12/11/2018;12:28;1.123.400.000.000;1.123.500.000.000;1.122.800.000.000;1.122.900.000.000;251;SPFB.RTS-12.18;1;12/12/2018;12:28;1.124.200.000.000;1.124.600.000.000;1.124.100.000.000;1.124.500.000.000;622
SPFB.RTS-12.18;1;12/09/2018;12:32;1.050.000.000.000;1.050.000.000.000;1.050.000.000.000;1.050.000.000.000;55;SPFB.RTS-12.18;1;12/10/2018;12:29;1.143.700.000.000;1.144.100.000.000;1.143.500.000.000;1.143.800.000.000;168;SPFB.RTS-12.18;1;12/11/2018;12:29;1.122.800.000.000;1.122.800.000.000;1.122.100.000.000;1.122.700.000.000;682;SPFB.RTS-12.18;1;12/12/2018;12:29;1.124.500.000.000;1.125.500.000.000;1.124.400.000.000;1.125.100.000.000;1754
SPFB.RTS-12.18;1;12/09/2018;12:33;1.050.100.000.000;1.050.100.000.000;1.049.900.000.000;1.049.900.000.000;8;SPFB.RTS-12.18;1;12/10/2018;12:30;1.143.800.000.000;1.144.800.000.000;1.143.800.000.000;1.144.400.000.000;1250;SPFB.RTS-12.18;1;12/11/2018;12:30;1.122.700.000.000;1.122.900.000.000;1.121.500.000.000;1.121.800.000.000;1212;SPFB.RTS-12.18;1;12/12/2018;12:30;1.125.100.000.000;1.126.100.000.000;1.124.800.000.000;1.125.300.000.000;1974
SPFB.RTS-12.18;1;12/09/2018;12:34;1.050.400.000.000;1.050.400.000.000;1.050.300.000.000;1.050.300.000.000;2;SPFB.RTS-12.18;1;12/10/2018;12:31;1.144.500.000.000;1.146.500.000.000;1.144.100.000.000;1.146.100.000.000;4028;SPFB.RTS-12.18;1;12/11/2018;12:31;1.121.900.000.000;1.122.000.000.000;1.121.000.000.000;1.121.200.000.000;1228;SPFB.RTS-12.18;1;12/12/2018;12:31;1.125.300.000.000;1.125.700.000.000;1.125.100.000.000;1.125.500.000.000;755
SPFB.RTS-12.18;1;12/09/2018;12:36;1.050.000.000.000;1.050.000.000.000;1.050.000.000.000;1.050.000.000.000;4;SPFB.RTS-12.18;1;12/10/2018;12:32;1.146.200.000.000;1.146.800.000.000;1.145.800.000.000;1.146.300.000.000;1619;SPFB.RTS-12.18;1;12/11/2018;12:32;1.121.300.000.000;1.122.000.000.000;1.121.200.000.000;1.122.000.000.000;663;SPFB.RTS-12.18;1;12/12/2018;12:32;1.125.400.000.000;1.126.300.000.000;1.125.000.000.000;1.126.000.000.000;929
SPFB.RTS-12.18;1;12/09/2018;12:37;1.049.800.000.000;1.049.800.000.000;1.049.400.000.000;1.049.400.000.000;27;SPFB.RTS-12.18;1;12/10/2018;12:33;1.146.300.000.000;1.147.000.000.000;1.146.300.000.000;1.146.900.000.000;1099;SPFB.RTS-12.18;1;12/11/2018;12:33;1.122.000.000.000;1.122.200.000.000;1.121.300.000.000;1.121.500.000.000;633;SPFB.RTS-12.18;1;12/12/2018;12:33;1.126.000.000.000;1.126.600.000.000;1.125.900.000.000;1.126.100.000.000;1257
SPFB.RTS-12.18;1;12/09/2018;12:38;1.049.300.000.000;1.049.300.000.000;1.049.000.000.000;1.049.000.000.000;28;SPFB.RTS-12.18;1;12/10/2018;12:34;1.146.900.000.000;1.147.200.000.000;1.146.300.000.000;1.147.000.000.000;1351;SPFB.RTS-12.18;1;12/11/2018;12:34;1.121.500.000.000;1.122.200.000.000;1.121.500.000.000;1.121.600.000.000;319;SPFB.RTS-12.18;1;12/12/2018;12:34;1.126.000.000.000;1.126.300.000.000;1.125.800.000.000;1.126.000.000.000;523
SPFB.RTS-12.18;1;12/09/2018;12:39;1.049.000.000.000;1.049.500.000.000;1.049.000.000.000;1.049.500.000.000;44;SPFB.RTS-12.18;1;12/10/2018;12:35;1.147.000.000.000;1.147.300.000.000;1.146.700.000.000;1.147.300.000.000;902;SPFB.RTS-12.18;1;12/11/2018;12:35;1.121.800.000.000;1.122.200.000.000;1.121.600.000.000;1.121.800.000.000;279;SPFB.RTS-12.18;1;12/12/2018;12:35;1.126.100.000.000;1.126.500.000.000;1.125.400.000.000;1.125.500.000.000;814
SPFB.RTS-12.18;1;12/09/2018;12:40;1.049.700.000.000;1.049.800.000.000;1.049.600.000.000;1.049.800.000.000;22;SPFB.RTS-12.18;1;12/10/2018;12:36;1.147.300.000.000;1.147.400.000.000;1.146.800.000.000;1.146.800.000.000;982;SPFB.RTS-12.18;1;12/11/2018;12:36;1.121.700.000.000;1.122.000.000.000;1.121.500.000.000;1.121.800.000.000;354;SPFB.RTS-12.18;1;12/12/2018;12:36;1.125.500.000.000;1.125.800.000.000;1.125.300.000.000;1.125.700.000.000;1111
SPFB.RTS-12.18;1;12/09/2018;12:42;1.049.900.000.000;1.049.900.000.000;1.049.200.000.000;1.049.400.000.000;163;SPFB.RTS-12.18;1;12/10/2018;12:37;1.146.800.000.000;1.146.900.000.000;1.146.600.000.000;1.146.700.000.000;397;SPFB.RTS-12.18;1;12/11/2018;12:37;1.121.900.000.000;1.122.300.000.000;1.121.700.000.000;1.121.700.000.000;371;SPFB.RTS-12.18;1;12/12/2018;12:37;1.125.800.000.000;1.126.100.000.000;1.125.700.000.000;1.126.000.000.000;655
SPFB.RTS-12.18;1;12/09/2018;12:43;1.049.600.000.000;1.049.600.000.000;1.049.600.000.000;1.049.600.000.000;1;SPFB.RTS-12.18;1;12/10/2018;12:38;1.146.700.000.000;1.147.100.000.000;1.146.600.000.000;1.146.800.000.000;426;SPFB.RTS-12.18;1;12/11/2018;12:38;1.121.800.000.000;1.122.000.000.000;1.121.700.000.000;1.122.000.000.000;130;SPFB.RTS-12.18;1;12/12/2018;12:38;1.126.000.000.000;1.126.400.000.000;1.125.600.000.000;1.126.100.000.000;347
SPFB.RTS-12.18;1;12/09/2018;12:44;1.049.700.000.000;1.049.700.000.000;1.049.700.000.000;1.049.700.000.000;25;SPFB.RTS-12.18;1;12/10/2018;12:39;1.146.700.000.000;1.146.900.000.000;1.146.600.000.000;1.146.700.000.000;366;SPFB.RTS-12.18;1;12/11/2018;12:39;1.121.900.000.000;1.122.500.000.000;1.121.900.000.000;1.122.400.000.000;761;SPFB.RTS-12.18;1;12/12/2018;12:39;1.126.200.000.000;1.126.500.000.000;1.125.700.000.000;1.126.100.000.000;378
SPFB.RTS-12.18;1;12/09/2018;12:45;1.049.900.000.000;1.049.900.000.000;1.049.900.000.000;1.049.900.000.000;15;SPFB.RTS-12.18;1;12/10/2018;12:40;1.146.800.000.000;1.147.400.000.000;1.146.800.000.000;1.147.000.000.000;934;SPFB.RTS-12.18;1;12/11/2018;12:40;1.122.500.000.000;1.122.500.000.000;1.121.700.000.000;1.121.900.000.000;423;SPFB.RTS-12.18;1;12/12/2018;12:40;1.126.100.000.000;1.127.100.000.000;1.126.100.000.000;1.127.000.000.000;910
SPFB.RTS-12.18;1;12/09/2018;12:46;1.049.500.000.000;1.049.700.000.000;1.049.400.000.000;1.049.700.000.000;7;SPFB.RTS-12.18;1;12/10/2018;12:41;1.147.100.000.000;1.148.300.000.000;1.147.000.000.000;1.148.100.000.000;2938;SPFB.RTS-12.18;1;12/11/2018;12:41;1.122.000.000.000;1.122.300.000.000;1.121.800.000.000;1.122.000.000.000;283;SPFB.RTS-12.18;1;12/12/2018;12:41;1.127.100.000.000;1.127.500.000.000;1.126.500.000.000;1.127.200.000.000;1237
SPFB.RTS-12.18;1;12/09/2018;12:47;1.050.000.000.000;1.050.300.000.000;1.050.000.000.000;1.050.300.000.000;52;SPFB.RTS-12.18;1;12/10/2018;12:42;1.148.200.000.000;1.148.400.000.000;1.146.700.000.000;1.146.800.000.000;1176;SPFB.RTS-12.18;1;12/11/2018;12:42;1.122.100.000.000;1.123.000.000.000;1.122.100.000.000;1.123.000.000.000;494;SPFB.RTS-12.18;1;12/12/2018;12:42;1.127.100.000.000;1.127.800.000.000;1.127.000.000.000;1.127.600.000.000;869
SPFB.RTS-12.18;1;12/09/2018;12:48;1.050.500.000.000;1.051.000.000.000;1.050.500.000.000;1.050.800.000.000;106;SPFB.RTS-12.18;1;12/10/2018;12:43;1.146.800.000.000;1.147.500.000.000;1.146.500.000.000;1.146.900.000.000;1176;SPFB.RTS-12.18;1;12/11/2018;12:43;1.123.000.000.000;1.123.200.000.000;1.122.600.000.000;1.122.600.000.000;436;SPFB.RTS-12.18;1;12/12/2018;12:43;1.127.600.000.000;1.128.200.000.000;1.127.500.000.000;1.127.700.000.000;1071
SPFB.RTS-12.18;1;12/09/2018;12:49;1.050.600.000.000;1.050.600.000.000;1.050.300.000.000;1.050.300.000.000;40;SPFB.RTS-12.18;1;12/10/2018;12:44;1.147.000.000.000;1.147.000.000.000;1.146.600.000.000;1.146.900.000.000;346;SPFB.RTS-12.18;1;12/11/2018;12:44;1.122.600.000.000;1.123.000.000.000;1.122.600.000.000;1.122.800.000.000;178;SPFB.RTS-12.18;1;12/12/2018;12:44;1.127.800.000.000;1.127.900.000.000;1.127.000.000.000;1.127.000.000.000;858
